UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,month,text,label
18697,63649,"Miami, FL",22-03-2020,"I havent been to the supermarket yet, I dont panic, i hate talking bout the covid-19. Just living everyday like normal. https://t.co/fDCoJ4OSIk",Extremely Positive,3,"I havent been to the supermarket yet, I dont panic, i hate talking bout the covid-19. Just living everyday like normal. url",2
11703,56655,"Maribor, Slovenia",19-03-2020,"Waiting for my mom to come out of the grocery store...
#coronavirus #OnceAWeek #stayinghome #RunningErrands #sunnyday #warmweather https://t.co/lR1dJRM01j",Neutral,3,"Waiting for my mom to come out of the grocery store...
coronavirus OnceAWeek stayinghome RunningErrands sunnyday warmweather url",1
16409,61361,Mumbai,21-03-2020,Consumer interest always a priority for and Thank you News for cutting prices of these essential items in these trying times This will aid in the fight against,Positive,3,Consumer interest always a priority for and Thank you News for cutting prices of these essential items in these trying times This will aid in the fight against,2
18462,63414,????????,21-03-2020,Is China buying and dropping oil prices that have fallen due to the disruption of the new coronavirus??#COVID2019,Extremely Negative,3,Is China buying and dropping oil prices that have fallen due to the disruption of the new coronavirus??COVID2019,0
21690,66642,"Texas, USA",23-03-2020,Sale of toilet paper at the Tijuana San Diego border,Neutral,3,Sale of toilet paper at the Tijuana San Diego border,1
8157,53109,"Rochester, NY",18-03-2020,Usually IÂm shopping for a designer purse or a fashion item online after work. Now IÂm hunting for toilet paper. This is what itÂs come to in this #coronavirus quarantine.,Neutral,3,Usually IÂm shopping for a designer purse or a fashion item online after work. Now IÂm hunting for toilet paper. This is what itÂs come to in this coronavirus quarantine.,1
15363,60315,"London, UK",20-03-2020,An open letter to supermarket workers everywhere https://t.co/y8xBiJpQI2 #coronavirus #panicbuying https://t.co/XCAVTPeIM9,Neutral,3,An open letter to supermarket workers everywhere url coronavirus panicbuying url,1
28511,73463,New York,27-03-2020,Catch up on the latest notable cases and updates from within the #StateAttorneysGeneral community. Click below to read.,Neutral,3,Catch up on the latest notable cases and updates from within the StateAttorneysGeneral community. Click below to read.,1
24402,69354,BOTTOM OF WAVE,25-03-2020,"Holy shit, is fiat really collapsing? https://t.co/QzX670VmYo https://t.co/GKMwnXd29E",Extremely Negative,3,"Holy shit, is fiat really collapsing? url url",0
20229,65181,everywhere,22-03-2020,COVID 19 Govt notifies Regulating Prices of Masks and Hand Sanitizers under Essential Commodities Act Read more at,Positive,3,COVID 19 Govt notifies Regulating Prices of Masks and Hand Sanitizers under Essential Commodities Act Read more at,2
29047,73999,Hogwarts,31-03-2020,Online-shopping without actually being able to buy clothing is one of the hardest things I've had to endure this week. #COVID19 #coronavirus #quarantena,Neutral,3,Online-shopping without actually being able to buy clothing is one of the hardest things I've had to endure this week. COVID19 coronavirus quarantena,1
20349,65301,"Bengaluru, India",22-03-2020,COVID-19: Govt notifies Regulating Prices of Masks and Hand Sanitizers under Essential Commodities Act https://t.co/2DFa7J6sRF via @tax_scan,Positive,3,COVID-19: Govt notifies Regulating Prices of Masks and Hand Sanitizers under Essential Commodities Act url via,2
4591,49543,"New York, USA",17-03-2020,"Markets should do better with everyone home and nothing to do but online shopping...letÂs all do our part ??

#COVID2019 #marketcrash #MarketSlump #SocialDistancingWorks",Positive,3,"Markets should do better with everyone home and nothing to do but online shopping...letÂs all do our part ??

COVID2019 marketcrash MarketSlump SocialDistancingWorks",2
4891,49843,"Cincinnati, Ohio",17-03-2020,IÂd like to assure you all there is plenty of food left at the store #grocery #supermarket #foodshortage #coronavirus #CoronavirusOutbreak #ChineseVirus https://t.co/OfwuLU3Yax,Positive,3,IÂd like to assure you all there is plenty of food left at the store grocery supermarket foodshortage coronavirus CoronavirusOutbreak ChineseVirus url,2
8123,53075,"Sydney, Australia",18-03-2020, It s a really sensible move because money is dirty It s a way of stopping people from touching it  ,Negative,3,It s a really sensible move because money is dirty It s a way of stopping people from touching it,0
15455,60407,On a ball in space,20-03-2020,"Going to have to change my diet. I need a shovel and a big bucket. 
#StopHoarding #StopPanicBuying #CoronaCrisis #coronavirus https://t.co/Q2YoqMJum4",Neutral,3,"Going to have to change my diet. I need a shovel and a big bucket. 
StopHoarding StopPanicBuying CoronaCrisis coronavirus url",1
21361,66313,Pantopia,23-03-2020,You can be kind give thanks to all working on the front line the trashmen postwoman delivery people truckers supermarket employees pharmacists doctors nurses keeping our world going 19,Extremely Positive,3,You can be kind give thanks to all working on the front line the trashmen postwoman delivery people truckers supermarket employees pharmacists doctors nurses keeping our world going 19,2
24696,69648,"Maui,HI",25-03-2020,I started using cut up old white tees instead of Kleenex or week ago to blow my nose I always have allergies It helps cut down on how fast you go thru Can t believe I m using in 2020,Negative,3,I started using cut up old white tees instead of Kleenex or week ago to blow my nose I always have allergies It helps cut down on how fast you go thru Can t believe I m using in 2020,0
23395,68347,"Ilorin, Nigeria",24-03-2020,@D0NJAZYY Need it to stock food in preparation for a worst case scenario of COVID-19 #BetWinnerVirtual,Extremely Negative,3,Need it to stock food in preparation for a worst case scenario of COVID-19 BetWinnerVirtual,0
24825,69777,Manchester,25-03-2020,@Shell_UKLtd disgusting profiting out of Covid-19 with inflated prices https://t.co/1I85CzT6Sw,Negative,3,disgusting profiting out of Covid-19 with inflated prices url,0
22294,67246,Thailand,23-03-2020,Oil prices dropped after many governments locked down cities to prevent Covid 19 from spreading leading to a plunge in demand an energy analyst at Thai Oil said today March 23,Positive,3,Oil prices dropped after many governments locked down cities to prevent Covid 19 from spreading leading to a plunge in demand an energy analyst at Thai Oil said today March 23,2
7233,52185,"Denver, CO",18-03-2020,COVID-19 Store Update: Temporary store closures mount | #Covid19 #coronavirus #retail #RetailNews #brickandmortar https://t.co/GsyGodxbnK,Neutral,3,COVID-19 Store Update: Temporary store closures mount | Covid19 coronavirus retail RetailNews brickandmortar url,1
7352,52304,"iPhone: 37.845755,-122.289805",18-03-2020,"Data on Digital Creative, Media Consumption and Consumer Confidence During Covid-19 Crisis - Chief Marketer https://t.co/h3lwwnkR0x",Positive,3,"Data on Digital Creative, Media Consumption and Consumer Confidence During Covid-19 Crisis - Chief Marketer url",2
4908,49860,"West Virginia, USA",17-03-2020,US Food Industry Scrambles To Resupply Stores Amid Apocalyptic Surge In Demand | Zero Hedge https://t.co/Pw9QbGcE1j #coronavirus #CoronavirusOutbreak #COVID19,Extremely Negative,3,US Food Industry Scrambles To Resupply Stores Amid Apocalyptic Surge In Demand | Zero Hedge url coronavirus CoronavirusOutbreak COVID19,0
14742,59694,Seattle,20-03-2020,"My Elderly Parents Kept Going to the Grocery Store, So I Finally Instacarted for Them (and It was Great!) https://t.co/PtuSGiyR6X via @TheSpoonTech #foodtech #coronavirus #instacart",Extremely Positive,3,"My Elderly Parents Kept Going to the Grocery Store, So I Finally Instacarted for Them (and It was Great!) url via  foodtech coronavirus instacart",2
9842,54794,Manchester,19-03-2020,#coronavirustv #coronavirus supermarket shieeeet. rylan clark hosts the throwback game show as contestants battle it out to the death for bog roll and pasta,Extremely Negative,3,coronavirustv coronavirus supermarket shieeeet. rylan clark hosts the throwback game show as contestants battle it out to the death for bog roll and pasta,0
9138,54090,"Seattle, WA",18-03-2020,Thank you to ALL the heroes out there. We are most grateful ?? #WeAreInThisTogether https://t.co/X3D8W8vFAX,Extremely Positive,3,Thank you to ALL the heroes out there. We are most grateful ?? WeAreInThisTogether url,2
13592,58544,UK,20-03-2020,EXCLUSIVE Police seen guarding supermarket delivery to Iceland amid panic buying,Negative,3,EXCLUSIVE Police seen guarding supermarket delivery to Iceland amid panic buying,0
24984,69936,"South West, England",25-03-2020,Charity calls for donations to meet anticipated spike in demand for food parcels,Positive,3,Charity calls for donations to meet anticipated spike in demand for food parcels,2
24198,69150,"Baton Rouge, LA",25-03-2020,Make your own hand sanitizer at home...https://t.co/q5tq73ZU7w #COVID19 #coronavirus,Positive,3,Make your own hand sanitizer at home...url COVID19 coronavirus,2
9003,53955,"Lagos, Nigeria",18-03-2020,Breeze Blow fowl nyash don open.#coronavirus plus falling oil prices.This year don rugged finish,Negative,3,Breeze Blow fowl nyash don open.coronavirus plus falling oil prices.This year don rugged finish,0
25141,70093,"Arizona, USA",25-03-2020,COVID-19 consumer behaviour and B2B reinvest in Digital #DigitalMarketing #digital #marketing via https://t.co/IkQVzQf9xN https://t.co/pdxZLvA4j0,Neutral,3,COVID-19 consumer behaviour and B2B reinvest in Digital DigitalMarketing digital marketing via url url,1
16024,60976,"Ha'il, Kingdom of Saudi Arabia",21-03-2020,Crazy Look at how much this family shopped in an country during the crisis As if this family had bought a whole alone Apartment is full of groceries and more,Extremely Negative,3,Crazy Look at how much this family shopped in an country during the crisis As if this family had bought a whole alone Apartment is full of groceries and more,0
17705,62657,Zurich - Dublin,21-03-2020,we ve put together a list of excellent recipe websites and apps to help you make the most of the ingredients you have to hand and also get to grips with online grocery shopping Hope it helps,Extremely Positive,3,we ve put together a list of excellent recipe websites and apps to help you make the most of the ingredients you have to hand and also get to grips with online grocery shopping Hope it helps,2
19544,64496,"Rawalpindi, Pakistan",22-03-2020,"#Coronavirus hits UK very hard
A recent video of Tescon Supermarket in London https://t.co/GoQPyVMiic",Negative,3,"Coronavirus hits UK very hard
A recent video of Tescon Supermarket in London url",0
22602,67554,"Cagayan de Oro City, Phils.",23-03-2020,"Prices in the magalogues and promos as well on site and off apply!

This is in line with Human ? Nature CDO's store temporarily  closing due to measures vs the spread of covid 19.",Positive,3,"Prices in the magalogues and promos as well on site and off apply!

This is in line with Human ? Nature CDO's store temporarily  closing due to measures vs the spread of covid 19.",2
22181,67133,"NBA, NFL, MLB, CFB, CBB",23-03-2020,HAND SANITIZER Grab this 3 pack of 50ML bottles for only 11 99 They will sellout fast 19,Extremely Positive,3,HAND SANITIZER Grab this 3 pack of 50ML bottles for only 11 99 They will sellout fast 19,2
28514,73466,CA- from Mountains to the Sea,27-03-2020,Thank you to our farmers ranchers grocery store workers truck drivers amp everyone working hard to keep our families healthy and fed  ,Positive,3,Thank you to our farmers ranchers grocery store workers truck drivers amp everyone working hard to keep our families healthy and fed,2
22423,67375,Bristol,23-03-2020,Thinking of heading to the supermarket early tomorrow just to fight the people who buy up everything in the morning #coronavirus,Negative,3,Thinking of heading to the supermarket early tomorrow just to fight the people who buy up everything in the morning coronavirus,0
26397,71349,"Lake Placid, Florida",25-03-2020,Retail produce sales spike as consumers react to Covid-19 - https://t.co/tcI4bd6Ch7 - https://t.co/UhLNVCqrer via @shareaholic,Neutral,3,Retail produce sales spike as consumers react to Covid-19 - url - url via,1
18082,63034,Beirut ,21-03-2020,"Stay safe and shop online 
https://t.co/Dy0PB4GG9l
#StayHome #???_???? #Covid_19 #Sale #fashion #shopping #online #style #offer #best_deal https://t.co/FZC7wvsVD2",Positive,3,"Stay safe and shop online 
url
StayHome ???_???? Covid_19 Sale fashion shopping online style offer best_deal url",2
8664,53616,"Toronto, Canada",18-03-2020,"YÂall are happy about gas prices being low, but where are you going to go?

#Coronavirus is keeping your ass indoors.",Extremely Negative,3,"YÂall are happy about gas prices being low, but where are you going to go?

Coronavirus is keeping your ass indoors.",0
18027,62979,"Bruxelles, Belgium.",21-03-2020,Crisis revives creativity. (Auchan is a supermarket chain in France) #Covid_19 #creativity #stayhuman #france https://t.co/irnTv0UoQF,Neutral,3,Crisis revives creativity. (Auchan is a supermarket chain in France) Covid_19 creativity stayhuman france url,1
21752,66704,"Austin, TX",23-03-2020,"It's a shame that public State Park has to place a sign like this on their bathroom doors:
#COVID19 #coronavirus #toiletpaper https://t.co/flZ04TlyQn",Negative,3,"It's a shame that public State Park has to place a sign like this on their bathroom doors:
COVID19 coronavirus toiletpaper url",0
18750,63702,"Derby, England",22-03-2020,"We keep getting asked if we are still working as people need to keep there cars safe and legal, especially NHS staff and supermarket staff.

https://t.co/4eq5xU6Gyl",Positive,3,"We keep getting asked if we are still working as people need to keep there cars safe and legal, especially NHS staff and supermarket staff.

url",2
17444,62396,"Seattle, WA",21-03-2020,Plastic bags provide a sanitary and convenient way to carry our groceries home while protecting supermarket employees and customers from COVID 19 Learn more,Neutral,3,Plastic bags provide a sanitary and convenient way to carry our groceries home while protecting supermarket employees and customers from COVID 19 Learn more,1
23154,68106,Newcastle Upon Tyne,24-03-2020,Shameless capitalism Sports Direct hikes prices after store closures amid crisis,Extremely Negative,3,Shameless capitalism Sports Direct hikes prices after store closures amid crisis,0
8195,53147,South Africa,18-03-2020,@boy_mathaithai @MzwaneleManyi @idriselba Panic buying of tinned food and toilet paper is selfish. And stupid. So is wasting precious Covid-19 test kits if you donÂt need them.,Extremely Negative,3,Panic buying of tinned food and toilet paper is selfish. And stupid. So is wasting precious Covid-19 test kits if you donÂt need them.,0
19814,64766,"London, England Kingston",22-03-2020,"The Trotters Are Out, Dealing Them Loo Rolls ? #Coronavirus #toiletpaper #trotters #OnlyFoolsAndHorses https://t.co/f0FNuJSwcx",Neutral,3,"The Trotters Are Out, Dealing Them Loo Rolls ? Coronavirus toiletpaper trotters OnlyFoolsAndHorses url",1
31414,76366,"Lilburn, Georgia",03-04-2020,ÂTurning corners at a supermarket like IÂm at a Haunted House.Â Via @JeffKasanoff #coronavirus #socialdistance #groceryshopping #safetyfirst #covidmemes #staysafe https://t.co/xkMRqdhP4B,Negative,3,ÂTurning corners at a supermarket like IÂm at a Haunted House.Â Via  coronavirus socialdistance groceryshopping safetyfirst covidmemes staysafe url,0
10068,55020,London,19-03-2020,Was in supermarket this morning with line after line of somber faced people... just waiting for one of Âem to bite me. ????????????????? #Zombieapocalypse #coronavirus,Negative,3,Was in supermarket this morning with line after line of somber faced people... just waiting for one of Âem to bite me. ????????????????? Zombieapocalypse coronavirus,0
31305,76257,"New Jersey, USA",03-04-2020,i been pumping out animated lyric videos crazy in quarantine hmu if u want one #XXLFreshman2020 #xxl #HipHopMusic #coronavirus #pandemic #quarantine #forthelow hit me for prices,Negative,3,i been pumping out animated lyric videos crazy in quarantine hmu if u want one XXLFreshman2020 xxl HipHopMusic coronavirus pandemic quarantine forthelow hit me for prices,0
13011,57963,"Cornwall, UK",20-03-2020,Two elderly ladies giving each other a big hug in the crowded supermarket aisle today while complaining about the #Covid_19 restrictions. They're not really getting it!,Positive,3,Two elderly ladies giving each other a big hug in the crowded supermarket aisle today while complaining about the Covid_19 restrictions. They're not really getting it!,2
26011,70963,"London, Canada",25-03-2020,"For a 19-year-old whose university courses have moved online, Justin Arcese is busier than youÂd expect https://t.co/SWXJ687YDN",Neutral,3,"For a 19-year-old whose university courses have moved online, Justin Arcese is busier than youÂd expect url",1
17898,62850,Harrisburg PA for now,21-03-2020,"Gas prices are verrry low. Just FYI, itÂs not a coincidence. The price of oil may have had a small hand in the catylization of the COVID 19 Pandemic. #Coldwar2020",Positive,3,"Gas prices are verrry low. Just FYI, itÂs not a coincidence. The price of oil may have had a small hand in the catylization of the COVID 19 Pandemic. Coldwar2020",2
9213,54165,"Barking, London",19-03-2020,#Shopkeepers #exploiting prices of goods such as #sanitisers #groceries etc should be #monitored #extortionate #risingcosts #testingtimes #coronavirus not a time to make #profits,Neutral,3,Shopkeepers exploiting prices of goods such as sanitisers groceries etc should be monitored extortionate risingcosts testingtimes coronavirus not a time to make profits,1
7244,52196,Deep in the heart of Texas,18-03-2020,IKEA closing all U S stores due to will continue offering online shopping,Neutral,3,IKEA closing all U S stores due to will continue offering online shopping,1
9631,54583,"Austin, TX",19-03-2020,People crave accurate reliable info on from reliable sources Jon us and on 3 25 to discuss how your brand can stay ahead of misinformation and prepare for the effects will have on consumer culture,Negative,3,People crave accurate reliable info on from reliable sources Jon us and on 3 25 to discuss how your brand can stay ahead of misinformation and prepare for the effects will have on consumer culture,0
24355,69307,?????????,25-03-2020,Amazon Marketplace and eBay are failing to tackle unscrupulous sellers attempting to profit from the epidemic according to the consumer group Which,Positive,3,Amazon Marketplace and eBay are failing to tackle unscrupulous sellers attempting to profit from the epidemic according to the consumer group Which,2
8222,53174,"London, UK",18-03-2020,Egypt cuts dividend tax and energy prices to soften #coronavirus impact https://t.co/GvNVDaxTGj,Neutral,3,Egypt cuts dividend tax and energy prices to soften coronavirus impact url,1
18768,63720,Australia,22-03-2020,Messing with people at the Grocery Store! ????? #Covid_19australia #COVID19Aus #auspol #coronavirus https://t.co/svYGa2QiXs,Neutral,3,Messing with people at the Grocery Store! ????? Covid_19australia COVID19Aus auspol coronavirus url,1
26817,71769,New York City,25-03-2020,Primary elections are being pushed back. The Olympics are officially in 2021. The election-year calendar seemed set in stone and now it is up in the air. https://t.co/TeFOSDGMPd,Neutral,3,Primary elections are being pushed back. The Olympics are officially in 2021. The election-year calendar seemed set in stone and now it is up in the air. url,1
19578,64530,Central San Joaquin Valley,22-03-2020,Remember the companies that step up and the ones that sit and do nothing and increase their prices when this is all over. #coronavirus #COVID19 https://t.co/1bxACKtoFB,Negative,3,Remember the companies that step up and the ones that sit and do nothing and increase their prices when this is all over. coronavirus COVID19 url,0
6290,51242,"Williamsport, MD",17-03-2020,"This #coronavirus is scary and crazy. To keep everyone involved safe, our retail store will temporarily be only curbside pick-up orders. Thank you all for understanding! https://t.co/BoXFJcGupm",Negative,3,"This coronavirus is scary and crazy. To keep everyone involved safe, our retail store will temporarily be only curbside pick-up orders. Thank you all for understanding! url",0
15403,60355,United Kingdom,20-03-2020,"Uber and Lyft share prices start to rise after tough month following COVID-19 outbreak

https://t.co/Nj5C5rIQo7",Positive,3,"Uber and Lyft share prices start to rise after tough month following COVID-19 outbreak

url",2
18709,63661,"Victoria, Australia",22-03-2020,Heartbreaking Tearful Nurse Confronted With Empty Supermarket Shelves After 48 Hour Shift Pleads for End to,Extremely Negative,3,Heartbreaking Tearful Nurse Confronted With Empty Supermarket Shelves After 48 Hour Shift Pleads for End to,0
31598,76550,"Texas, USA",03-04-2020,Things IÂve learned about pandemics: wait til the gas prices plummet before filling ur tank. It didnÂt pay for me to be prepared. #coronavirus #COVID19 #CoronavirusPandemic,Positive,3,Things IÂve learned about pandemics: wait til the gas prices plummet before filling ur tank. It didnÂt pay for me to be prepared. coronavirus COVID19 CoronavirusPandemic,2
12762,57714,A Fermented Dome,20-03-2020,Swiss watch companies like Rolex Swatch and Cartier are cutting their production and slashing prices in response to not only the outbreak but also political unrest in their biggest market,Neutral,3,Swiss watch companies like Rolex Swatch and Cartier are cutting their production and slashing prices in response to not only the outbreak but also political unrest in their biggest market,1
7308,52260,BOS Â NYC Â DC Â JHB,18-03-2020,I also had a call from a customer to say a cashier had coughed once and she wanted her sent home,Neutral,3,I also had a call from a customer to say a cashier had coughed once and she wanted her sent home,1
25980,70932,Cyprus & Australia,25-03-2020,After three weeks of empty aisles at the supermarket....#joy ! Share your daily joy! #COVID19 #coronavirus #coronavirusau https://t.co/4joGDW3ucD,Extremely Positive,3,After three weeks of empty aisles at the supermarket....joy ! Share your daily joy! COVID19 coronavirus coronavirusau url,2
10409,55361,"Vancouver, BC, Canada",19-03-2020,Home prices were gaining momentum before Covid-19 | @scoopit https://t.co/TwFEaaM5rK,Positive,3,Home prices were gaining momentum before Covid-19 |  url,2
15997,60949,Oklahoma,21-03-2020,Let's also mention why utilities aren't reducing prices? What about lowering locked in interest rates? #Covid_19,Positive,3,Let's also mention why utilities aren't reducing prices? What about lowering locked in interest rates? Covid_19,2
11103,56055,"London, England",19-03-2020,"I keep buying food-stock for the house, but i keep finishing all of it. Ffs #CantKeepMyHandsOfTheCookieJar #coronavirus #food",Extremely Negative,3,"I keep buying food-stock for the house, but i keep finishing all of it. Ffs CantKeepMyHandsOfTheCookieJar coronavirus food",0
21398,66350,North Pole,23-03-2020,"? NEWS ? #salon #coronavirus ? With #oil prices falling amid the #COVID19 recession, it's the beginning of the end for #fracking https://t.co/56KMAmcohv",Negative,3,"? NEWS ? salon coronavirus ? With oil prices falling amid the COVID19 recession, it's the beginning of the end for fracking url",0
7300,52252,"Knoxville ,TN",18-03-2020,"@andylassner Im so over Covid 19 and thats coming from a college student,stat guy for a semi pro team, worker at grocery store chain, and proshop runner.",Neutral,3,"Im so over Covid 19 and thats coming from a college student,stat guy for a semi pro team, worker at grocery store chain, and proshop runner.",1
13186,58138,"Hollywood, Los Angeles",20-03-2020,All of us coming into the supermarket right now. #saferathome #ToiletPaperEmergency #QuarentineLife #coronavirus https://t.co/nHb7YWCoNX,Neutral,3,All of us coming into the supermarket right now. saferathome ToiletPaperEmergency QuarentineLife coronavirus url,1
30913,75865,1021|Msawuden ,03-04-2020,No lockdown for food supply app is still trading and going strong COVID 19 has significantly increased local demand especially for staple foods,Positive,3,No lockdown for food supply app is still trading and going strong COVID 19 has significantly increased local demand especially for staple foods,2
26487,71439,"Putnam County, NY",25-03-2020,"Paper tube seed starting, an easy at-home activity for the whole family.Â #stuffccedoes @CCEPUTNAM #garden #seeds #coronavirus #quarantine #toiletpaper https://t.co/k8my0JFOjN",Positive,3,"Paper tube seed starting, an easy at-home activity for the whole family.Â stuffccedoes  garden seeds coronavirus quarantine toiletpaper url",2
23994,68946,Everywhere,24-03-2020,Stop buying so much toiletpaper. Yes sh**t is going down but not the one where Toiletpaper can help you. #ToiletPaperPanic #coronavirus,Extremely Positive,3,Stop buying so much toiletpaper. Yes sh**t is going down but not the one where Toiletpaper can help you. ToiletPaperPanic coronavirus,2
9038,53990,Floating,18-03-2020,To all the cvnts hiking prices on both toilet roll and paracetamol..fvck you... #coronavirus #CoronavirusOutbreak,Neutral,3,To all the cvnts hiking prices on both toilet roll and paracetamol..fvck you... coronavirus CoronavirusOutbreak,1
10487,55439,"New Delhi, India",19-03-2020,"#RelianceIndustries has initiated work-from-home for its staff while keeping open consumer-facing businesses of hospital, retail stores and telecom with a minimum workforce
https://t.co/npS8gYC31e",Neutral,3,"RelianceIndustries has initiated work-from-home for its staff while keeping open consumer-facing businesses of hospital, retail stores and telecom with a minimum workforce
url",1
25952,70904,"Round Rock, TX",25-03-2020,We are a family of 5 and I have made the bold decision to ban all bowel movements at this time.  Only drip dry allowed. #CoronavirusLockdown #coronavirus #toiletpaper,Negative,3,We are a family of 5 and I have made the bold decision to ban all bowel movements at this time.  Only drip dry allowed. CoronavirusLockdown coronavirus toiletpaper,0
20532,65484,"South West, England",22-03-2020,Cannot believe the number of families in the supermarket. If you can leave the kids at home and go shopping alone !!!! #coronavirus #lockdownUKnow,Negative,3,Cannot believe the number of families in the supermarket. If you can leave the kids at home and go shopping alone !!!! coronavirus lockdownUKnow,0
5459,50411,"Detroit, Mi",17-03-2020,"""Senior-only shopping time""

Nice try, Seniors. We know you want to bone down at the grocery store. You sick fucks. #coronavirus",Negative,3,"""Senior-only shopping time""

Nice try, Seniors. We know you want to bone down at the grocery store. You sick fucks. coronavirus",0
15446,60398,Southampton,20-03-2020,In the supermarket for toilet roll... #CoronaCrisis #ToiletPaperPanic https://t.co/aoombtpzlH,Neutral,3,In the supermarket for toilet roll... CoronaCrisis ToiletPaperPanic url,1
22654,67606,nj ,23-03-2020,Working in a retail store open during COVID-19 has given me an immense hatred for people that I didnÂt even know I could have,Extremely Negative,3,Working in a retail store open during COVID-19 has given me an immense hatred for people that I didnÂt even know I could have,0
4214,49166,"Washington, DC",16-03-2020,@HarrySteinDC Felt the same way! So we put this list  together for the top 20 chains. (Get ready to severely restrict your options): https://t.co/e2ZNXajPre,Negative,3,Felt the same way! So we put this list  together for the top 20 chains. (Get ready to severely restrict your options): url,0
23715,68667,"London, England",24-03-2020,"@tundespeaks Yep.
My former law firm has just invited me to a webnair entitled

 COVID 19: The Mass Torts and Consumer Class Action Horizon

Should be interesting",Extremely Positive,3,"Yep.
My former law firm has just invited me to a webnair entitled

 COVID 19: The Mass Torts and Consumer Class Action Horizon

Should be interesting",2
11212,56164,"London, England",19-03-2020,There is nothing wrong with retailers increasing prices. It ensures products can be bought by those who value them the most and helps prevent shortages.,Extremely Positive,3,There is nothing wrong with retailers increasing prices. It ensures products can be bought by those who value them the most and helps prevent shortages.,2
17584,62536,"Michigan, USA",21-03-2020,"Experts: Don't panic. Even with the coronavirus outbreak, there's plenty of food in supply chain. https://t.co/rpNEep9fgt via ?@LSJNews?",Negative,3,"Experts: Don't panic. Even with the coronavirus outbreak, there's plenty of food in supply chain. url via ??",0
13910,58862,"Lilongwe, Malawi",20-03-2020,Since we are to be quarantined at home amp we are all to face some financial challenges amp MALAWI please do your part and consider reducing the data prices Cc,Positive,3,Since we are to be quarantined at home amp we are all to face some financial challenges amp MALAWI please do your part and consider reducing the data prices Cc,2
8384,53336,"Utah, USA",18-03-2020,COVID-19 Pandemic Triggers High Demand at Utah Food Banks https://t.co/atUxHIxhlA https://t.co/sJPNB9cvwg,Negative,3,COVID-19 Pandemic Triggers High Demand at Utah Food Banks url url,0
22270,67222,"North Richland Hills, TX",23-03-2020,Remember when we all thought it was crazy that people were buying up all the @PopeyesChicken sandwiches? #coronavirus #COVID?19 #timeshavechanged #toiletpaper #toiletpapercrisis #ToiletPaperPanic,Negative,3,Remember when we all thought it was crazy that people were buying up all the  sandwiches? coronavirus COVID?19 timeshavechanged toiletpaper toiletpapercrisis ToiletPaperPanic,0
24831,69783,"British Columbia, Canada",25-03-2020,Here s one reason why Parkinson s puts you at a high risk for COVID 19 regardless if you are younger or older than 50,Negative,3,Here s one reason why Parkinson s puts you at a high risk for COVID 19 regardless if you are younger or older than 50,0
23038,67990,"Oklahoma, USA",24-03-2020,Was Bill Gaither predicting the future,Neutral,3,Was Bill Gaither predicting the future,1
12969,57921,"Buffalo, NY ? Rochester, NY",20-03-2020,I literally have 3 online shopping carts ready to go for when we get that Stimulus check. I am going to stimulate the economy so hard! #coronavirus #StimulusPackage2020,Positive,3,I literally have 3 online shopping carts ready to go for when we get that Stimulus check. I am going to stimulate the economy so hard! coronavirus StimulusPackage2020,2
3989,48941,London | New York | Munich,16-03-2020,"""I already stocked up on food. Ammo was just the next step."" 

Sorry America, you can't shoot your way out of #coronavirus 

https://t.co/VnVJKDkBxM",Negative,3,"""I already stocked up on food. Ammo was just the next step."" 

Sorry America, you can't shoot your way out of coronavirus 

url",0
11984,56936,"Vancouver, British Columbia",19-03-2020,"Alberta announces new emergency payments because of COVID-19, falling oil prices https://t.co/IoSjq5HoqR",Negative,3,"Alberta announces new emergency payments because of COVID-19, falling oil prices url",0
20890,65842,Sheffield/Leeds,23-03-2020,The public think we are told something different We re not Police are being told there s plenty of food,Neutral,3,The public think we are told something different We re not Police are being told there s plenty of food,1
15429,60381,London,20-03-2020,"#Coronavirus has raised supply chain risks, but workplace risks and the drop in demand remain the bigger problems.
https://t.co/6ZqX9lzcIs",Extremely Negative,3,"Coronavirus has raised supply chain risks, but workplace risks and the drop in demand remain the bigger problems.
url",0
21318,66270,London,23-03-2020,Instagram star branded 'tacky' after she poses on empty supermarket shelves during #coronavirus pandemic https://t.co/aqJjlZsb8X https://t.co/ehkJG3AES8,Negative,3,Instagram star branded 'tacky' after she poses on empty supermarket shelves during coronavirus pandemic url url,0
22696,67648,Middle Ga. ,24-03-2020,@VeritasVital Wondering if we are being brainwashed into buying toilet tissue in panic buying even before food!!! Maybe a stupid comment but toilet tissue COVID 19 Rush makes 0 sense!!,Negative,3,Wondering if we are being brainwashed into buying toilet tissue in panic buying even before food!!! Maybe a stupid comment but toilet tissue COVID 19 Rush makes 0 sense!!,0
4177,49129,"Berkeley, CA",16-03-2020,Here's the full list: https://t.co/WWSWMOryMq,Neutral,3,Here's the full list: url,1
6536,51488,potts point,18-03-2020,#coronavirusaus #COVID19au #COVID2019  I wonder how long before there'll be a run on the banks for their cash  from those locusts who are stripping supermarket shelves bare?,Neutral,3,coronavirusaus COVID19au COVID2019  I wonder how long before there'll be a run on the banks for their cash  from those locusts who are stripping supermarket shelves bare?,1
